species,Run__CV_0,Run__CV_1,Run__CV_2,Run__CV_3,Run__CV_4,Run__CV_5,Run__CV_6,Run__CV_7,Run__CV_8,Run__CV_9
Methanobrevibacter_smithii,0.0009178507623809536,0.0011456850444270864,0.001377398145396647,-0.0032602242627136954,-0.004658304934159057,-0.0001551914769328564,0.0011719551482369673,-0.001061234345518354,-0.0022425484924910814,-0.0010080043872228827
unclassified_Methanobrevibacter,-8.24127123779662e-05,0.0002162975153967577,-0.00023310154346228336,-0.00035672823407773626,-0.0006507822697518165,-1.8631016480065178e-05,-4.495526846038068e-05,-4.2764836726529134e-05,-0.0003762601168355673,3.433489356126242e-05
Rothia_mucilaginosa,0.00015781374474856547,-9.895725200467332e-05,-0.00016887823077712733,0.00015987362584278574,0.0002566944866372303,0.00010870400829690801,0.0002344273825762882,-0.0004800488886525003,5.643411241994337e-05,-5.493738548972891e-05
Bifidobacterium_adolescentis,0.006989202024475571,0.007503081847251328,0.012281390573290944,0.00890597611243283,0.002109296396971065,0.004589235384532379,0.006488144670604374,0.009089308193482007,0.003995075967991179,0.00032006766977746027
Bifidobacterium_catenulatum,0.004576891993854967,0.0029412714432902774,0.0012346432985559227,0.002883254136709133,-0.0011294516911930078,0.0019434637871899793,0.001684546820034845,0.0020146700004313365,0.0011670974853176868,0.000687852856918196
Bifidobacterium_longum,-0.003288601301916935,-0.009506158091167966,-0.0024155249359161285,-0.007708730599428091,-0.005531739828202019,-0.0032741037836992344,0.0002404559511888519,-0.00697403218839964,-0.004215190352264652,-0.0024025315751592573
Adlercreutzia_equolifaciens,-0.012907918013381993,-0.0037485037033072413,0.0010845211030292411,-0.0015043548988053538,-0.003073785450732899,-0.0036040539899780417,-0.0042588666675426705,-0.0021096125084542343,-0.00979361814803956,0.003405398910317538
Collinsella_aerofaciens,0.0017822895434003888,0.01019656618858584,0.0027906545531104993,0.0029121233475251905,0.0075567196972684105,0.004252651028105316,0.00029275439275992327,0.004398759746530601,-0.0003745775162873654,-0.00020101893500801333
Eggerthella_lenta,0.0024181349389770365,0.000312299584514558,-0.00018058664172694583,0.0005409694234975708,0.000281086522132984,0.0012561444539091493,-0.00018280780780086607,0.0002815864580673015,0.0013797539843265663,0.0008087942894767279
unclassified_Eggerthella,4.857312024539998e-05,-0.0016942923874716897,0.0003597293744909102,0.0014565583634416999,0.001707639087356928,0.003364750738604405,0.0005192854784395054,0.0008730744741433817,0.000474520034944893,0.00331363361237615
Gordonibacter_pamelaeae,-0.0006920467536015832,-0.0003011087997551259,-0.0014212827600187565,-0.0014836534129593886,-0.00041658620421638673,-0.0030578344318241664,-0.00036628960404966196,-0.0013154059443106147,-0.00043696743595775353,-0.0001581146894662281
unclassified_Olsenella,-0.00179926018887337,-0.00068085422802764,-0.00037949915599030395,-0.00044678379722083424,-0.0014194519109886447,-0.0002221602135104412,-0.000424766050382596,-0.00036080322975662137,-0.0002640312644442356,-7.705275842736199e-05
Bacteroides_caccae,0.000595405155955758,0.000671973769816086,0.0005138681571994915,0.0009889735884522485,9.642192668857137e-05,-0.0008737277074410603,0.00039346390918084426,0.00010645045934328307,0.00030030111370848517,-0.0009128936290216474
Bacteroides_cellulosilyticus,-0.0026867924292340475,-4.55750546817419e-05,9.094079669751047e-05,-0.0008378685296082964,-0.0009180229972592166,-0.0006574610590722235,-0.0015786717228970586,0.00018562177011393667,-0.0004948474532104546,-0.00011919963466683114
Bacteroides_clarus,0.0001025703678199574,-7.525142395989094e-06,-0.00022070352761402858,8.060084385499834e-05,0.0001032463621794074,9.151620824800954e-05,7.146841231528876e-05,-0.0001398346368039449,-2.044469951645387e-05,-8.527917358775648e-05
Bacteroides_coprocola,4.5895719825537643e-05,-2.48079785427008e-05,-6.282745338966064e-05,-4.68282044421359e-05,0.00014032098332020687,0.00040279896274018364,-7.808523535341849e-07,1.5411927176221963e-05,-4.4314482926366685e-05,5.922616336353979e-05
Bacteroides_dorei,0.0001217714778493643,-5.9557478291179393e-05,0.00021915341718525778,-7.263164077413807e-05,-0.00019902738131997164,0.0016006602467245133,-3.49853987936664e-05,-8.947175070949259e-05,-3.916394568219993e-05,-0.0004902712206204509
Bacteroides_eggerthii,0.00020631606147017697,0.0005337258416798022,-0.00032772551559752345,-0.00028382562296666114,-0.0002560529213455378,0.0007092156060523241,4.975178453072954e-05,0.00011319750172229778,-0.00011205818061628998,0.0003487856836983071
Bacteroides_faecis,-9.547402931397887e-05,-1.5361341071603212e-05,-3.3151638412775744e-05,7.20558996922627e-05,-9.3138428565486e-05,-5.2195016035980985e-05,6.621744824982351e-05,0.00013157398065100626,2.221679961078916e-05,-0.00019013897350492233
