species,Run__CV_0,Run__CV_1,Run__CV_2,Run__CV_3,Run__CV_4,Run__CV_5,Run__CV_6,Run__CV_7,Run__CV_8,Run__CV_9
Rothia_mucilaginosa,-0.011178975821357028,-0.0371098536417618,-0.041973945372737645,0.0038937544992779707,-0.021101972540997216,-0.008088488001810046,-0.025344604446734934,-0.017556877468748698,-0.011980718868873913,-0.019727169597499206
Bifidobacterium_adolescentis,0.007619177217566331,0.040763635127175034,-0.030986167312208844,0.04329247031962669,-0.016867306195787735,-0.018487723043426555,0.03332316958065954,0.006177972563100802,-0.0010545667002535872,-0.007307732629513469
Bifidobacterium_longum,-0.021674394448294103,-0.02717163302894453,-0.03540739358184742,-0.05738559088223677,-0.03174034531334643,0.00644432224628481,-0.0032436776538350984,0.00010695278562680485,-0.012222167507707039,-0.054359905959795715
Bifidobacterium_pseudocatenulatum,-0.02600698183837379,-0.08463591722783292,-0.08242172047692439,-0.052095065140091816,-0.019407109223811357,-0.07030834331981105,-0.1454412022800435,-0.04964081632296725,-0.059272659006078206,-0.08673117507118247
Adlercreutzia_equolifaciens,-0.03519348673356064,-0.1303755023080003,-0.13777240050554007,-0.058482119384901526,-0.08525409703587836,-0.08889332775462379,-0.09974491286625893,-0.07320208070738961,-0.06556265680372099,-0.1259582070920057
Collinsella_aerofaciens,-0.04047022674857693,-0.031168712356082595,-0.05367574925843133,-0.07956683222664718,-0.014693728809199006,-0.03648481926405984,-0.0628499596889966,-0.06425787686494187,-0.04973209016501789,-0.04361497810430209
Eggerthella_lenta,8.282207896183284e-05,0.009406920882935418,-7.624154181343891e-05,0.0064668825746641906,0.005684345490368632,-0.007945779642808418,0.008898011308230964,0.0020264866390125908,0.01073588003387736,0.005091444412500463
unclassified_Eggerthella,0.013590801266778503,0.008755638797385565,0.020068227155837982,0.01697213808683244,0.010994224431227887,0.022750368569243833,0.01250180591957423,0.007732901708064605,0.037022169233346065,0.009942637855955422
Gordonibacter_pamelaeae,0.056624677962689836,0.10514579352862947,0.0966921175756102,0.12329415701887401,0.03588092745462966,0.030189547677162858,0.09804262616955063,0.051730565618734285,0.0702763307879269,0.12189809416500047
unclassified_Olsenella,0.149866288321112,0.17195023404613302,0.17278816034016262,0.25641024649556043,0.2117543607354737,0.14972145678492832,0.18960659803632088,0.21813879710362669,0.20260309648821576,0.35821449487534146
Bacteroides_caccae,0.0008869586566482979,0.002634492742979737,0.0023749620314911938,0.02382590249486852,-0.00016992989326320977,0.01570964363274453,0.01641599265581418,-0.006442766174167981,-0.005114762387628922,-0.01902011335061779
Bacteroides_cellulosilyticus,-0.00017619218930071392,0.0004290789892962795,0.0027361349913264644,0.0003140398947335732,0.002503247372559562,0.0002771978058330232,0.001771047293876286,0.0006461116906317753,0.0007950834822031584,0.0033837389127473767
Bacteroides_clarus,-0.0007117351999548324,0.0012181431091623477,-0.0009718384972543962,-0.0010948479275934237,0.00011289535515095801,-0.000810360666987364,0.0005723186999751579,0.00045771838771792745,-0.000619147258340106,-0.0010043696268663286
Bacteroides_coprocola,-0.0003401487808832649,0.002410771884573337,-0.0011724487837350178,0.001447443571267738,0.0008693289768836191,-0.002609275374715631,0.0001194988005581215,8.204080400603085e-05,0.00024526019272806644,-0.0015829503605117815
Bacteroides_dorei,-0.00024765634573012814,-0.00056894941076773,0.0021058051837124,0.0028704558867527303,0.003459869095443477,0.0009893533715087145,0.0006610970565027506,-0.0011021847541307565,0.0010094506654013866,0.0008282271655866396
Bacteroides_eggerthii,0.0005660587660279197,-0.0006858034534714066,0.0013324425824127874,-0.0010002055636195329,-0.0002153843987451044,0.0007878197365797834,0.0018136939613946112,0.0009080412004464933,0.0013632710238152502,0.001586444489453924
Bacteroides_faecis,0.000733635271847371,-0.0005549619666848204,0.000782013890143753,0.0008444812019743192,0.0005172541312896195,0.0009271075176202999,-0.0019130709559554231,-0.0004049169648805808,0.0010076415789677055,0.0022352910018501033
Bacteroides_finegoldii,-0.002384504034972842,-0.0009111606447334208,0.0005188980348359373,0.0003818661258672527,0.0012278161460965928,-0.005273432296423692,-0.00738239992558396,-0.007749290819952533,0.005005495300899928,0.0012519883360571236
Bacteroides_fragilis,0.0008546279622293991,0.002126504377956304,-8.773790829743343e-05,0.003861944518216227,1.4356582974999554e-05,0.0013010682743230758,0.000603858482613553,-0.0013448767911082256,0.0007378103561365556,-0.0003131603964924448
Bacteroides_intestinalis,-0.000725378824625972,-0.00268906803149532,0.0012203853964568808,-0.001537800327117301,0.0002966823078465278,0.002028905286992291,-0.0012058461265366193,-0.00013242581862718284,0.000366638494062336,-0.001289248942810419
Bacteroides_massiliensis,0.0015862471068526496,0.0017972747072558454,0.00021872810115683205,-0.0013083171706382128,2.981555336521132e-05,-0.0019485768683986664,-0.0026628801412552196,-0.0029012075638035362,-0.0011762531097125111,-0.004070255237381084
Bacteroides_nordii,7.631228801587584e-05,0.00034218517153962935,-0.00030894292444776393,0.003453994719621265,-0.0014186192999578412,0.0006180302531220052,-0.0012674963613585454,-0.0002101983821110031,0.00023370574050450495,-0.0016024636758260695
Bacteroides_ovatus,-0.00023415117809504594,-0.001291628431994301,0.0001514186266720776,-0.0008840333915857137,0.0003601426848115022,0.0018385388249903402,-0.0018926273338568968,0.0014229870347728863,0.0028019833304815302,7.070302666975911e-05
Bacteroides_plebeius,-0.03543360250999266,-0.0817693447242298,-0.1089058869704074,-0.12587135328399268,-0.04200659868152151,-0.09050008454482997,-0.08680004450633079,-0.014451144270627766,-0.04631624784915596,-0.013900329317334457
Bacteroides_salyersiae,0.0016777478834390433,-0.0009969459935486788,0.0021535035374443596,-2.6948782180189765e-05,-0.0004199209946799072,-0.0010137164585421875,0.0012189028586413058,0.0025620550064453184,0.002649011341718374,0.0037155023088912813
Bacteroides_stercoris,-0.005552351894800978,0.027302737348316147,0.01703489286226116,-0.00175471039242277,-0.0025389753403249025,0.020764956487690646,0.024042362596309447,0.00028811077081729737,0.008726636922594216,0.010971231109451494
Bacteroides_thetaiotaomicron,0.005514283917052991,0.004141306915188463,0.0023028953669588926,-0.008796161878456252,-0.0005690006348191145,0.0015088628832940474,0.002726182476442236,0.004721614696001051,7.825527824378995e-05,-0.0034119850561006577
Bacteroides_uniformis,0.0014870524601494292,0.0005803910784238721,-0.006300433180193091,-0.0027369030344293523,-0.001967934883995357,0.0011697581458340225,0.00010211940657976025,-0.002460789198905515,-0.00034440877511489896,-0.004074739677312116
Bacteroides_vulgatus,-0.0029283470217961547,-0.005648671228266826,0.0064115466114096,-0.0013181304568240927,0.009270047094565201,-0.009710019075610886,0.0030256734105242175,-0.004547347382605401,0.000783338462823702,0.0007345264041181953
Bacteroides_xylanisolvens,0.00018536325813659266,-0.00019500408330594654,0.0010593291980421113,0.0008437444963717852,-0.00012852648228480588,0.00029804085511151373,0.00045178422015885886,-0.00010648004447990474,0.0013616977854242203,-0.003738959048788935
Bacteroidales_bacterium_ph8,0.0004357168836437839,-0.0026148105881459356,-0.010951114463996992,-0.0001694862305174393,-0.00472630665939188,-0.006917478130006979,-0.004004546794261318,-0.0026390983109726663,-0.0022200176844290615,-0.0028360188446418556
Barnesiella_intestinihominis,-0.0022162841754483666,0.0027814544427712884,-0.0030323251292706434,-0.00326937177170829,-6.932536375419225e-05,-0.013987590399153049,-0.003849451413024458,-0.0016112929605009013,-0.001530134254370943,-0.002301124109283054
Odoribacter_splanchnicus,0.0015367163320210038,-0.006637952398740655,-0.010066987787465129,-0.007006936602129405,-0.002185435679655275,-0.0043953844574972836,-0.018656266530556336,-0.004175445416352747,-0.008720441341287527,-0.004216198508856877
Parabacteroides_distasonis,-0.007014711475324577,0.010531410951379602,-0.012703210374831693,-0.003327587259457481,-0.0010056600901528767,0.0013488850718272802,0.01886239803509382,-0.0007470398101467965,-0.010995654026059632,0.0006980343654347349
Parabacteroides_goldsteinii,0.00010985461933075097,-0.0010962916940664353,0.00078120263692086,0.002915720483862994,0.002007892260358618,2.182845608097347e-05,0.0010030282912643646,-0.0038599851430238205,0.003619281596791376,0.017038543126013904
Parabacteroides_merdae,-0.033620232793613,-0.014258541767618855,-0.0023475799292093204,-0.008183631226014244,-0.009558910197896871,-0.008058055701035616,-0.00281537696282307,-0.013519792121656672,-0.02209896801029758,-0.013345873088298883
unclassified_Parabacteroides,0.012446995421008892,0.06272596498550218,0.02517327342595474,0.04010730985805238,0.07975608277673231,0.07358573234749267,0.04584565961940789,0.03706630969908987,0.08553309571423161,0.12282371549453493
Paraprevotella_clara,-0.0019726751732888647,-0.0006597021715958023,-5.1769607131890666e-05,0.0010459769229530164,-0.0017383303515987848,0.0022925124144743325,0.0010284442127243758,-2.195672168799056e-05,0.0005852291173801205,0.0013520057138472726
unclassified_Paraprevotella,0.00040440954114256944,0.0005248786443125199,-0.0010659042105632364,-0.0011620561804323295,-0.001644352495053491,0.002131289670245525,0.0003046669383623143,0.00635189404892635,-0.004152988449663163,-0.0023781304653037495
Paraprevotella_xylaniphila,0.0008106433145438768,0.0007851111360559395,-0.00041075731792458026,0.0005435744744598682,-0.0013238818953553559,7.288824624565434e-05,-0.0007894324945136007,-0.0004844485363647475,-0.001774967178899559,-0.0008582031399477713
Prevotella_copri,-0.003443645474194687,0.008601284740823684,-0.02065877797792402,0.00016691785599238943,-0.0218137258832675,0.002178670150071342,0.0021678387792070214,-0.005677267844105741,-0.002275132865811194,0.0025403213855292473
Prevotella_stercorea,-0.05850347226718841,-0.0792886577349611,-0.03257077864997231,-0.08293399119697502,-0.058473131909402065,-0.10508158492055575,-0.12670688069411326,-0.04769279539845478,-0.040639152019248455,-0.05217411448123375
Alistipes_finegoldii,-0.0010566441176313804,0.00017559056149976828,-0.0006217904610208623,-0.0013214560704906265,-0.0033169326528366665,-0.00330956405558119,-0.0010022455050341435,-0.0004302269355104359,-0.0008348737516179055,0.003467516319357964
Alistipes_indistinctus,-0.00010108637081898042,0.004654076506346676,0.0025938056388178964,-0.0024225475790558655,0.00028796495827448427,-0.0020176748448283797,-0.001399793883891302,-0.00183826102788928,0.0012281163620380636,-0.0008459166297364032
Alistipes_onderdonkii,-0.0001635339477552978,-0.0006476070551072761,0.02545474716284415,0.009915551001264088,-0.002560954600590751,0.01709746649253049,0.01467811254392158,0.013143614348608097,0.012077677127939506,0.008519539564299999
Alistipes_putredinis,0.0017145394969127442,0.002354796447448583,-0.02461728945637489,-0.036363250661791864,0.0352129713701119,-0.0032927582927078257,0.02785463552445691,0.021842299312264807,0.000818844067637253,0.022506921736299784
Alistipes_senegalensis,0.0010775410244956009,0.0017269445804702448,0.0005461727356671841,0.0007708093206432218,0.0005419095979533279,3.6786232818897584e-06,0.001263238974153289,0.0006638621948595737,-0.0015883131364244074,0.0009049151075989524
Alistipes_shahii,-0.000898857541649244,0.0007448456484668407,0.003029299337714582,-0.0024441796410844515,0.0008838215023539572,-0.0051296977292883605,0.0006262358076906014,-0.001890875948386755,-0.00036906052334735633,0.003166918285635288
unclassified_Granulicatella,0.021661824893514186,0.014123871637196243,0.018717407199893146,0.05616698292140139,0.021999610093879716,0.02912066462847213,0.024211138224013752,0.006849279990151293,0.021687716569794863,0.03367971848791465
Lactobacillus_mucosae,0.08089192140724133,0.24370212224976195,0.323200407813475,0.17944447802554622,0.22157193369268605,0.1826395117130945,0.19057377705132064,0.17591675120210368,0.21751219707703276,0.44348730371765155
Streptococcus_anginosus,0.17632416259552242,0.299455390576639,0.30199459014219515,0.2140618226674615,0.27772345749522953,0.2298886480841204,0.18335649853650962,0.17141616408630372,0.28417302137995637,0.3408091299604579
Streptococcus_australis,-0.043852729628177614,-0.02040865556448102,-0.045608084811824566,-0.04643206075531263,-0.008457819979684322,-0.02485980818032048,-0.018115776820258524,-0.01608352848656165,-0.06304559215341633,-0.03663968891633208
